05/05/2016 52 1 25 7 11 3 5 0
05/05/2015 39 3 15 5 13 0 3 0
06/12/2015 8 3 1 2 1 0 0 1
22/05/2016 58 1 26 9 7 6 8 1
22/05/2015 47 3 23 5 12 2 2 0
17/01/2016 10 5 3 1 1 0 0 0
22/06/2015 142 2 60 29 42 2 7 0
04/09/2015 144 2 70 23 37 2 7 3
27/10/2015 31 3 8 5 7 2 6 0
30/04/2016 27 2 5 2 12 3 3 0
07/02/2016 17 2 3 2 4 1 5 0
23/06/2015 141 4 59 24 43 6 5 0
20/05/2015 48 2 21 9 12 1 1 2
20/05/2016 67 6 25 9 9 7 9 2
11/12/2015 8 3 1 1 1 2 0 0
20/09/2015 138 4 45 26 48 6 7 2
16/01/2016 7 3 2 0 1 0 0 1
17/08/2015 139 3 63 32 29 5 7 0
05/11/2015 15 3 0 1 6 4 1 0
17/04/2016 21 4 7 1 3 2 2 2
09/03/2016 14 4 3 2 3 1 1 0
09/05/2015 48 3 19 3 16 4 3 0
01/07/2015 188 2 85 41 48 3 5 4
13/01/2016 8 4 1 0 0 2 1 0
24/09/2015 98 1 32 17 38 3 7 0
30/07/2015 195 1 85 41 52 5 6 5
21/05/2015 55 4 23 7 14 1 5 1
01/05/2016 45 1 13 12 16 1 1 1
01/05/2015 43 4 16 7 7 3 6 0
21/05/2016 60 3 24 6 13 6 7 1
24/07/2015 246 3 120 46 61 4 7 5
06/07/2015 179 1 70 36 61 7 4 0
31/01/2016 7 3 2 1 0 0 1 0
24/06/2015 160 1 71 34 45 2 4 3
05/09/2015 138 3 67 20 38 1 7 2
21/11/2015 11 4 0 1 4 1 0 1
22/11/2015 16 3 5 1 3 0 1 3
07/10/2015 28 1 11 3 10 1 2 0
15/06/2015 139 4 71 18 35 2 7 2
03/12/2015 9 4 2 1 2 0 0 0
29/10/2015 28 2 10 6 7 1 1 1
13/10/2015 33 4 10 5 10 1 1 2
16/10/2015 27 3 8 4 8 0 1 3
21/06/2015 160 5 76 34 40 0 4 1
05/08/2015 137 1 64 27 35 1 8 1
25/07/2015 202 2 101 33 54 5 5 2
02/11/2015 12 1 4 1 3 1 1 1
03/11/2015 15 2 5 3 1 1 3 0
17/03/2016 19 4 7 1 3 2 1 1
12/06/2015 133 3 68 20 36 2 1 3
14/10/2015 28 3 8 6 3 3 3 2
21/01/2016 6 2 2 0 1 0 1 0
17/05/2016 41 1 22 3 12 1 1 1
17/05/2015 47 3 16 6 16 2 4 0
04/01/2016 8 4 1 1 2 0 0 0
28/12/2015 8 3 2 1 1 0 1 0
20/03/2016 18 2 4 2 6 0 3 1
17/06/2015 128 1 69 21 29 2 3 3
12/10/2015 30 3 8 2 12 1 3 1
21/03/2016 21 3 6 2 5 0 3 2
16/06/2015 140 4 63 24 35 9 4 1
15/05/2015 58 4 18 9 19 4 4 0
15/05/2016 56 1 29 5 10 5 4 2
02/12/2015 7 2 1 0 1 2 1 0
05/01/2016 5 1 1 0 2 0 0 1
04/08/2015 158 3 75 28 40 6 6 0
04/04/2016 19 4 2 3 6 2 1 1
28/06/2015 133 4 53 31 37 2 4 2
03/01/2016 7 3 1 3 0 0 0 0
25/04/2016 15 2 6 1 3 0 3 0
30/09/2015 109 4 47 19 33 2 2 2
20/04/2016 25 1 6 1 12 1 3 1
09/08/2015 187 3 94 39 36 5 9 1
08/12/2015 10 4 3 1 0 2 0 0
26/11/2015 12 4 2 2 2 1 0 1
11/09/2015 129 1 52 22 40 3 6 5
08/08/2015 173 2 101 22 37 7 2 2
23/12/2015 7 3 0 2 2 0 0 0
18/08/2015 164 1 79 26 48 2 7 1
27/02/2016 17 2 2 4 3 1 4 1
29/11/2015 16 4 4 2 2 0 4 0
14/05/2015 55 3 21 10 9 7 4 1
14/05/2016 57 1 27 9 13 3 4 0
11/07/2015 244 4 120 42 65 7 6 0
27/01/2016 9 3 2 3 1 0 0 0
11/06/2015 111 1 59 19 29 2 1 0
28/02/2016 21 3 8 1 8 1 0 0
09/12/2015 7 2 1 1 1 0 0 2
28/07/2015 167 1 79 39 41 2 4 1
26/05/2016 44 1 16 5 10 4 8 0
26/05/2015 47 3 23 7 10 1 3 0
17/11/2015 13 5 2 1 3 1 1 0
18/04/2016 16 2 4 3 5 1 1 0
06/06/2015 129 3 54 19 47 1 4 1
31/03/2016 21 2 6 2 6 2 2 1
21/08/2015 162 4 73 25 43 3 9 5
05/10/2015 39 1 16 6 11 1 3 1
31/07/2015 241 3 116 39 72 6 4 1
14/06/2015 133 3 66 21 34 2 2 5
19/01/2016 12 4 3 0 3 0 2 0
24/01/2016 7 3 1 1 1 0 1 0
25/10/2015 37 2 10 6 9 5 5 0
18/01/2016 7 1 2 1 3 0 0 0
09/05/2016 62 1 21 9 14 8 8 1
10/07/2015 226 1 102 31 77 5 7 3
04/03/2016 15 3 5 2 1 1 2 1
01/06/2015 83 2 34 11 26 3 5 2
26/03/2016 18 2 8 2 3 0 3 0
15/08/2015 176 2 85 38 41 4 5 1
27/04/2016 19 2 7 1 7 1 1 0
14/01/2016 8 3 0 0 5 0 0 0
04/05/2016 36 3 15 6 5 1 5 1
04/05/2015 41 4 14 6 9 2 4 2
19/07/2015 214 3 88 39 64 9 10 1
08/04/2016 18 1 3 2 8 0 2 2
15/03/2016 16 3 2 1 4 2 3 1
04/06/2015 121 3 52 22 30 5 5 4
01/10/2015 65 3 28 13 16 0 4 1
14/03/2016 18 2 6 1 4 2 3 0
25/06/2015 136 3 61 22 41 1 4 4
05/06/2015 129 3 54 27 37 1 3 4
06/05/2015 47 2 18 6 14 2 4 1
06/05/2016 50 4 16 7 14 3 4 2
